id,tweet,label,disaster,tokenized,lemmatized,stemmed
'262891261353160704',fml i have no food  sandy s on her way,2,hurricane,fml i have no food sandy s on her way,fml i have no food sandy s on her way,fml i have no food sandi s on her way
'262378520355954688',i m at o shea s cafe  new york,0,hurricane,i m at o shea s cafe new york,i m at o shea s cafe new york,i m at o shea s cafe new york
'263134394305368064',alexaakaren ima have to make a trip sooner or later    give the south some of that jersey,0,hurricane,alexaakaren ima have to make a trip sooner or later give the south some of that jersey,alexaakaren ima have to make a trip sooner or later give the south some of that jersey,alexaakaren ima have to make a trip sooner or later give the south some of that jersey
'263001480536133633',gr8 pix  jrobrien28  just shot this at the east river by peter cooper  entire area looks like this     mommasgonecity,1,hurricane,gr8 pix jrobrien28 just shot this at the east river by peter cooper entire area looks like this mommasgonecity,gr8 pix jrobrien28 just shot this at the east river by peter cooper entire area look like this mommasgonecity,gr8 pix jrobrien28 just shot thi at the east river by peter cooper entir area look like thi mommasgonec
'262649987110940672',xoxo kayanari yeah lol  text me back ugly  p,0,hurricane,xoxo kayanari yeah lol text me back ugly p,xoxo kayanari yeah lol text me back ugly p,xoxo kayanari yeah lol text me back ugli p
'262831829399244801',i m at bread tribeca  new york  ny,0,hurricane,i m at bread tribeca new york ny,i m at bread tribeca new york ny,i m at bread tribeca new york ny
'262729306592129024',justinbieber i have a really bad headache right now and i really think you should follow me  that ll help a lot,0,hurricane,justinbieber i have a really bad headache right now and i really think you should follow me that ll help a lot,justinbieber i have a really bad headache right now and i really think you should follow me that ll help a lot,justinbieb i have a realli bad headach right now and i realli think you should follow me that ll help a lot
'263326710940983297',come one ic just cancel  not down for school on my bi hday anyway,0,hurricane,come one ic just cancel not down for school on my bi hday anyway,come one ic just cancel not down for school on my bi hday anyway,come one ic just cancel not down for school on my bi hday anyway
'262407269772308480',so thoed yehhh he did   it was in harlem  but hey other people were really friendly   so a   kinda perverted lol,0,hurricane,so thoed yehhh he did it was in harlem but hey other people were really friendly so a kinda perverted lol,so thoed yehhh he did it wa in harlem but hey other people were really friendly so a kinda perverted lol,so tho yehhh he did it wa in harlem but hey other peopl were realli friendli so a kinda pervert lol
'263059072125902848',bridges and tunnels are now closed   trappedontheisland,1,hurricane,bridges and tunnels are now closed trappedontheisland,bridge and tunnel are now closed trappedontheisland,bridg and tunnel are now close trappedontheisland
'262449019853369344',and his thing tried me by liking my pic  i must taste good thanksss  no 2,0,hurricane,and his thing tried me by liking my pic i must taste good thanksss no 2,and his thing tried me by liking my pic i must taste good thanks no 2,and hi thing tri me by like my pic i must tast good thanksss no 2
'262906079678169089',raivadodia  idiot across the street who thinks he s gangsta   calls himself  luda   freak  your name is chris   u drive the icecream truck,0,hurricane,raivadodia idiot across the street who thinks he s gangsta calls himself luda freak your name is chris u drive the icecream truck,raivadodia idiot across the street who think he s gangsta call himself luda freak your name is chris u drive the icecream truck,raivadodia idiot across the street who think he s gangsta call himself luda freak your name is chri u drive the icecream truck
'263038789457424384',bromanji  lilgronberg waterfront in the sense that the back lawn is completely flooded,0,hurricane,bromanji lilgronberg waterfront in the sense that the back lawn is completely flooded,bromanji lilgronberg waterfront in the sense that the back lawn is completely flooded,bromanji lilgronberg waterfront in the sens that the back lawn is complet flood
'262978052353585152',dynamomagician were here too  not locked ip tho   were u staying too,0,hurricane,dynamomagician were here too not locked ip tho were u staying too,dynamomagician were here too not locked ip tho were u staying too,dynamomagician were here too not lock ip tho were u stay too
'263096568335454209',omg now my phones not working  my powers out  my uncle has our generator and im camping out in my sisters room  ihateyousandy,1,hurricane,omg now my phones not working my powers out my uncle has our generator and im camping out in my sisters room ihateyousandy,omg now my phone not working my power out my uncle ha our generator and im camping out in my sister room ihateyousandy,omg now my phone not work my power out my uncl ha our gener and im camp out in my sister room ihateyousandi
'262425225256386561',gottaacemysatexam       we really wish we managed to find that earlier   you better get it now,0,hurricane,gottaacemysatexam we really wish we managed to find that earlier you better get it now,gottaacemysatexam we really wish we managed to find that earlier you better get it now,gottaacemysatexam we realli wish we manag to find that earlier you better get it now
'262611560785141760',dan slh we are beanie twins haha  jk  miss you all,0,hurricane,dan slh we are beanie twins haha jk miss you all,dan slh we are beanie twin haha jk miss you all,dan slh we are beani twin haha jk miss you all
'262975278454824960',just felt my house move,2,hurricane,just felt my house move,just felt my house move,just felt my hous move
'262716760887812096',gayathomedad i m right on top of that rose,0,hurricane,gayathomedad i m right on top of that rose,gayathomedad i m right on top of that rose,gayathomedad i m right on top of that rose
'263092277214314496',out of all the years that i ve been here   i ve never seen anything like this,0,hurricane,out of all the years that i ve been here i ve never seen anything like this,out of all the year that i ve been here i ve never seen anything like this,out of all the year that i ve been here i ve never seen anyth like thi
'262732671636094977',i m at frankenstorm apocalypse   hurricane sandy  new york  ny  w  4034 others,2,hurricane,i m at frankenstorm apocalypse hurricane sandy new york ny w 4034 others,i m at frankenstorm apocalypse hurricane sandy new york ny w 4034 others,i m at frankenstorm apocalyps hurrican sandi new york ny w 4034 other
'263013204270141441',fitnesslaura  kglosserdesigns  laurafitlife  hadidae1 hi every1 i m fighting the storm beach place in belmar  tweet,2,hurricane,fitnesslaura kglosserdesigns laurafitlife hadidae1 hi every1 i m fighting the storm beach place in belmar tweet,fitnesslaura kglosserdesigns laurafitlife hadidae1 hi every1 i m fighting the storm beach place in belmar tweet,fitnesslaura kglosserdesign laurafitlif hadidae1 hi every1 i m fight the storm beach place in belmar tweet
'262620166028918784',studies show people who quote quotes don t learn anything from them  but do enjoy looking sma   wegetityouknowhowtogoogle,0,hurricane,studies show people who quote quotes don t learn anything from them but do enjoy looking sma wegetityouknowhowtogoogle,study show people who quote quote don t learn anything from them but do enjoy looking sma wegetityouknowhowtogoogle,studi show peopl who quot quot don t learn anyth from them but do enjoy look sma wegetityouknowhowtogoogl
'262374284477997056',small things that mean a lot  cute texts  tight hugs  long replies  holding hands  remembering the little things   kisses on the forehead,0,hurricane,small things that mean a lot cute texts tight hugs long replies holding hands remembering the little things kisses on the forehead,small thing that mean a lot cute text tight hug long reply holding hand remembering the little thing kiss on the forehead,small thing that mean a lot cute text tight hug long repli hold hand rememb the littl thing kiss on the forehead
'262603541175205888',briannuernberg  that s two more days in june that i ll have to wait for graduation   notexcited i had plans this summer damnit sandy,0,hurricane,briannuernberg that s two more days in june that i ll have to wait for graduation notexcited i had plans this summer damnit sandy,briannuernberg that s two more day in june that i ll have to wait for graduation notexcited i had plan this summer damnit sandy,briannuernberg that s two more day in june that i ll have to wait for graduat notexcit i had plan thi summer damnit sandi
'263004661789884416',sandy just knocked out the power to the building i m in,1,hurricane,sandy just knocked out the power to the building i m in,sandy just knocked out the power to the building i m in,sandi just knock out the power to the build i m in
'262435621023408128',how my family knows me   lol,0,hurricane,how my family knows me lol,how my family know me lol,how my famili know me lol
'263036074509615105',my dog almost fell over because of the wind when he was pooping,0,hurricane,my dog almost fell over because of the wind when he was pooping,my dog almost fell over because of the wind when he wa pooping,my dog almost fell over becaus of the wind when he wa poop
'262457756622127104',gottaacemysatexam    omg    i wish my brother managed to get this earlier   hurry before its unavailable,0,hurricane,gottaacemysatexam omg i wish my brother managed to get this earlier hurry before its unavailable,gottaacemysatexam omg i wish my brother managed to get this earlier hurry before it unavailable,gottaacemysatexam omg i wish my brother manag to get thi earlier hurri befor it unavail
'263378776946262016',just bought camp rock 1 and 2 on itunes  yesssss,0,hurricane,just bought camp rock 1 and 2 on itunes yesssss,just bought camp rock 1 and 2 on itunes yes,just bought camp rock 1 and 2 on itun yesssss
'263064865101471744',rosenjones6 wish i was witchu boo,0,hurricane,rosenjones6 wish i was witchu boo,rosenjones6 wish i wa witchu boo,rosenjones6 wish i wa witchu boo
'262954003653074946',i love it the way you look so fine when i m faded,0,hurricane,i love it the way you look so fine when i m faded,i love it the way you look so fine when i m faded,i love it the way you look so fine when i m fade
'262793878107734016',booty land  extra massive black cock  5   aha my nigga big smoke,0,hurricane,booty land extra massive black cock 5 aha my nigga big smoke,booty land extra massive black cock 5 aha my nigga big smoke,booti land extra massiv black cock 5 aha my nigga big smoke
'263053618591182848',thuqpassion yo it s sick out here the conve ible by the stop sigh is covered already the whole neighborhood is outside,0,hurricane,thuqpassion yo it s sick out here the conve ible by the stop sigh is covered already the whole neighborhood is outside,thuqpassion yo it s sick out here the conve ible by the stop sigh is covered already the whole neighborhood is outside,thuqpass yo it s sick out here the conv ibl by the stop sigh is cover alreadi the whole neighborhood is outsid
'263278304692428801',they never closed last night    bagelsmith w  5 others,0,hurricane,they never closed last night bagelsmith w 5 others,they never closed last night bagelsmith w 5 others,they never close last night bagelsmith w 5 other
'262921134348046336',for all skin tones  take a peak,0,hurricane,for all skin tones take a peak,for all skin tone take a peak,for all skin tone take a peak
'262713180143353856',yerdme cmb i remember this i watched this nigga paint that wall for over an hr,0,hurricane,yerdme cmb i remember this i watched this nigga paint that wall for over an hr,yerdme cmb i remember this i watched this nigga paint that wall for over an hr,yerdm cmb i rememb thi i watch thi nigga paint that wall for over an hr
'263410238294732800',all white during fedde   sensation    barclays center,0,hurricane,all white during fedde sensation barclays center,all white during fedde sensation barclays center,all white dure fedd sensat barclay center
'262951389964165121',matty maher showers wont work if the powers out,1,hurricane,matty maher showers wont work if the powers out,matty maher shower wont work if the power out,matti maher shower wont work if the power out
'263051121256448000',real liam payne a follow would be the best halloween present everrrr better than candy,0,hurricane,real liam payne a follow would be the best halloween present everrrr better than candy,real liam payne a follow would be the best halloween present everrrr better than candy,real liam payn a follow would be the best halloween present everrrr better than candi
'263065798564773888',the bonchon machine keeps running   still open for business during the storm   bonchonmidtown  bonchonnewyork  frankenstorm,0,hurricane,the bonchon machine keeps running still open for business during the storm bonchonmidtown bonchonnewyork frankenstorm,the bonchon machine keep running still open for business during the storm bonchonmidtown bonchonnewyork frankenstorm,the bonchon machin keep run still open for busi dure the storm bonchonmidtown bonchonnewyork frankenstorm
'262372644421242881',jonvox i agree  thought it was even better than the book,0,hurricane,jonvox i agree thought it was even better than the book,jonvox i agree thought it wa even better than the book,jonvox i agre thought it wa even better than the book
'263017638291181568',just posted a photo   hudson river waterfront,0,hurricane,just posted a photo hudson river waterfront,just posted a photo hudson river waterfront,just post a photo hudson river waterfront
'262643313084100612',the news basically keeps saying how staten island has no hope  theyaintboutthislife,1,hurricane,the news basically keeps saying how staten island has no hope theyaintboutthislife,the news basically keep saying how staten island ha no hope theyaintboutthislife,the news basic keep say how staten island ha no hope theyaintboutthislif
'262392768272408576',gottaacemysatexam    goodness wish my brother found that earlier     better get it while u can boomer sooner uab,0,hurricane,gottaacemysatexam goodness wish my brother found that earlier better get it while u can boomer sooner uab,gottaacemysatexam goodness wish my brother found that earlier better get it while u can boomer sooner uab,gottaacemysatexam good wish my brother found that earlier better get it while u can boomer sooner uab
'262406957950976002',bomani jones  u was wrong about them too,0,hurricane,bomani jones u was wrong about them too,bomani jones u wa wrong about them too,bomani jone u wa wrong about them too
'262434344872845312',gottaacemysatexam       we really wish we managed to find that earlier   you better get it now,0,hurricane,gottaacemysatexam we really wish we managed to find that earlier you better get it now,gottaacemysatexam we really wish we managed to find that earlier you better get it now,gottaacemysatexam we realli wish we manag to find that earlier you better get it now
'263309192872476673',rcnconnects internet down here in woodside queens   any eta on resolution,0,hurricane,rcnconnects internet down here in woodside queens any eta on resolution,rcnconnects internet down here in woodside queen any eta on resolution,rcnconnect internet down here in woodsid queen ani eta on resolut
'262630751906955264',one hour till the cowboys sta  whooping ass  giantssuck  cowboysnation we beat u once nd and were gunna do it again,0,hurricane,one hour till the cowboys sta whooping ass giantssuck cowboysnation we beat u once nd and were gunna do it again,one hour till the cowboy sta whooping as giantssuck cowboysnation we beat u once nd and were gunna do it again,one hour till the cowboy sta whoop ass giantssuck cowboysn we beat u onc nd and were gunna do it again
'262585022203187202',400 appearances for ferdinand big up,0,hurricane,400 appearances for ferdinand big up,400 appearance for ferdinand big up,400 appear for ferdinand big up
'263033106443952128',why are there so many asshole people in the world,0,hurricane,why are there so many asshole people in the world,why are there so many asshole people in the world,whi are there so mani asshol peopl in the world
'262651262456168448',scientistmother i would much rather deal with a hurricane than go to a children s conce,2,hurricane,scientistmother i would much rather deal with a hurricane than go to a children s conce,scientistmother i would much rather deal with a hurricane than go to a child s conce,scientistmoth i would much rather deal with a hurrican than go to a children s conc
'262618959101169666',winds picking up as  sandy draws near  this banner having problems already    brooklyn  ny,1,hurricane,winds picking up as sandy draws near this banner having problems already brooklyn ny,wind picking up a sandy draw near this banner having problem already brooklyn ny,wind pick up as sandi draw near thi banner have problem alreadi brooklyn ny
'263309541679194112',my flight home from newark to pearson is still scheduled for tomorrow   fingers crossed,2,hurricane,my flight home from newark to pearson is still scheduled for tomorrow fingers crossed,my flight home from newark to pearson is still scheduled for tomorrow finger crossed,my flight home from newark to pearson is still schedul for tomorrow finger cross
'263059310542725120',i m at the nicest morning   new york  ny,0,hurricane,i m at the nicest morning new york ny,i m at the nicest morning new york ny,i m at the nicest morn new york ny
'263103777370935296',the world is going to end december 21st  2012   this is the sta  of the end of the world,0,hurricane,the world is going to end december 21st 2012 this is the sta of the end of the world,the world is going to end december 21st 2012 this is the sta of the end of the world,the world is go to end decemb 21st 2012 thi is the sta of the end of the world
'262529912613765122',am i really going to work right now,0,hurricane,am i really going to work right now,am i really going to work right now,am i realli go to work right now
'262712144146087936',jalenrose boston cant beat miami if the big 3 are healthy  lebron will be a bigger beast this season  jeff green is wildcard though,0,hurricane,jalenrose boston cant beat miami if the big 3 are healthy lebron will be a bigger beast this season jeff green is wildcard though,jalenrose boston cant beat miami if the big 3 are healthy lebron will be a bigger beast this season jeff green is wildcard though,jalenros boston cant beat miami if the big 3 are healthi lebron will be a bigger beast thi season jeff green is wildcard though
'263094170795778048',lindseymgreen so obsessed w my lantern right now,0,hurricane,lindseymgreen so obsessed w my lantern right now,lindseymgreen so obsessed w my lantern right now,lindseymgreen so obsess w my lantern right now
'263062596859617280',i m at frankenstorm apocalypse   hurricane sandy  new york  ny  w  2899 others,2,hurricane,i m at frankenstorm apocalypse hurricane sandy new york ny w 2899 others,i m at frankenstorm apocalypse hurricane sandy new york ny w 2899 others,i m at frankenstorm apocalyps hurrican sandi new york ny w 2899 other
'263073850252746752',r3cognize real  lmao  how do i know your not crossed eyed,0,hurricane,r3cognize real lmao how do i know your not crossed eyed,r3cognize real lmao how do i know your not crossed eyed,r3cogniz real lmao how do i know your not cross eye
'263288669299957761',freshly baked chocolate chip cookies     postapocalypse     chocolate wise,0,hurricane,freshly baked chocolate chip cookies postapocalypse chocolate wise,freshly baked chocolate chip cooky postapocalypse chocolate wise,freshli bake chocol chip cooki postapocalyps chocol wise
'262562394734198784',cant get to manhattan if there s no train bus service  then again schools might be closed so  idk lol,0,hurricane,cant get to manhattan if there s no train bus service then again schools might be closed so idk lol,cant get to manhattan if there s no train bus service then again school might be closed so idk lol,cant get to manhattan if there s no train bu servic then again school might be close so idk lol
'262647646412488704',tropical storm my first time in new york    thankssandy  everythingsclosed   gayyyy,1,hurricane,tropical storm my first time in new york thankssandy everythingsclosed gayyyy,tropical storm my first time in new york thankssandy everythingsclosed gayyyy,tropic storm my first time in new york thankssandi everythingsclos gayyyi
'263241874993717248',here s what the view over the hudson towards newark looks like this morning   nyc  sandy,1,hurricane,here s what the view over the hudson towards newark looks like this morning nyc sandy,here s what the view over the hudson towards newark look like this morning nyc sandy,here s what the view over the hudson toward newark look like thi morn nyc sandi
'263326734500384768',bitches rule the world rite   lmao,0,hurricane,bitches rule the world rite lmao,bitch rule the world rite lmao,bitch rule the world rite lmao
'263409605424578561',hasselthehoff26 no i dont think i can make it home,0,hurricane,hasselthehoff26 no i dont think i can make it home,hasselthehoff26 no i dont think i can make it home,hasselthehoff26 no i dont think i can make it home
'263137338589319169',i can say i lost hope in alot of things,0,hurricane,i can say i lost hope in alot of things,i can say i lost hope in alot of thing,i can say i lost hope in alot of thing
'262951394271703040',tracibraxton  checkininmonday ok so far in brooklyn  hope it stays that way,2,hurricane,tracibraxton checkininmonday ok so far in brooklyn hope it stays that way,tracibraxton checkininmonday ok so far in brooklyn hope it stay that way,tracibraxton checkininmonday ok so far in brooklyn hope it stay that way
'263283809238253569',thank god that dunkin donuts was opened,0,hurricane,thank god that dunkin donuts was opened,thank god that dunkin donut wa opened,thank god that dunkin donut wa open
'262932064909791234',finishing up our final oem meeting before tonight  more information coming out this afternoon     village hall,0,hurricane,finishing up our final oem meeting before tonight more information coming out this afternoon village hall,finishing up our final oem meeting before tonight more information coming out this afternoon village hall,finish up our final oem meet befor tonight more inform come out thi afternoon villag hall
'262921150118649856',baby cant you see im tryn to give you all of me,0,hurricane,baby cant you see im tryn to give you all of me,baby cant you see im tryn to give you all of me,babi cant you see im tryn to give you all of me
'262956230333562880',deehedderman oh wow  you actually made it    epic time for a nyc visit   careful out there,0,hurricane,deehedderman oh wow you actually made it epic time for a nyc visit careful out there,deehedderman oh wow you actually made it epic time for a nyc visit careful out there,deehedderman oh wow you actual made it epic time for a nyc visit care out there
'262982558558601216',an choi is closed today but we re still hanging    calmbeforestorm  sandy   an choi,1,hurricane,an choi is closed today but we re still hanging calmbeforestorm sandy an choi,an choi is closed today but we re still hanging calmbeforestorm sandy an choi,an choi is close today but we re still hang calmbeforestorm sandi an choi
'262663300507131904',boats   morris yacht and beach club,0,hurricane,boats morris yacht and beach club,boat morris yacht and beach club,boat morri yacht and beach club
'263387015880507392',arsenal like that s gonna help  lol,0,hurricane,arsenal like that s gonna help lol,arsenal like that s gonna help lol,arsen like that s gonna help lol
'262396064148119552',owenisalive fans will be fans and douchbags will be douchebags follow back please,0,hurricane,owenisalive fans will be fans and douchbags will be douchebags follow back please,owenisalive fan will be fan and douchbags will be douchebags follow back please,owenisal fan will be fan and douchbag will be douchebag follow back pleas
'263096732576006144',wonder how much haarp engineering is involved in sandy hmmmm,2,hurricane,wonder how much haarp engineering is involved in sandy hmmmm,wonder how much haarp engineering is involved in sandy hmmmm,wonder how much haarp engin is involv in sandi hmmmm
'263352784399790081',co ordinate our schedules better have ah blast mwahz,0,hurricane,co ordinate our schedules better have ah blast mwahz,co ordinate our schedule better have ah blast mwahz,co ordin our schedul better have ah blast mwahz
'263163956212948993',girl do what you wanna do  even if that means every night a new man inside of you,0,hurricane,girl do what you wanna do even if that means every night a new man inside of you,girl do what you wanna do even if that mean every night a new man inside of you,girl do what you wanna do even if that mean everi night a new man insid of you
'263386614804381697',i see what u did there and i like it,0,hurricane,i see what u did there and i like it,i see what u did there and i like it,i see what u did there and i like it
'263077195084349442',danielleerae lol i honestly might do that  we still have power though so once that goes i have some wine i can contributee,0,hurricane,danielleerae lol i honestly might do that we still have power though so once that goes i have some wine i can contributee,danielleerae lol i honestly might do that we still have power though so once that go i have some wine i can contributee,danielleera lol i honestli might do that we still have power though so onc that goe i have some wine i can contribute
'262361326913986561',fright fest was assssss this year   but overall  i had a good time,0,hurricane,fright fest was assssss this year but overall i had a good time,fright fest wa ass this year but overall i had a good time,fright fest wa assssss thi year but overal i had a good time
'262518905996734464',been up since 6 30 watchin the damn news about this damn hurricane smh,2,hurricane,been up since 6 30 watchin the damn news about this damn hurricane smh,been up since 6 30 watchin the damn news about this damn hurricane smh,been up sinc 6 30 watchin the damn news about thi damn hurrican smh
'263380128510398465',d g i could def  see that  good to know,0,hurricane,d g i could def see that good to know,d g i could def see that good to know,d g i could def see that good to know
'263072086124290048',wow    the power is officially out    argh    i am soooo not ready for this,2,hurricane,wow the power is officially out argh i am soooo not ready for this,wow the power is officially out argh i am soooo not ready for this,wow the power is offici out argh i am soooo not readi for thi
'262598840912343040',lavishleslie  my mom has about 100 pairs of shoes no joke,0,hurricane,lavishleslie my mom has about 100 pairs of shoes no joke,lavishleslie my mom ha about 100 pair of shoe no joke,lavishlesli my mom ha about 100 pair of shoe no joke
'262579617095884800',at the top it s just us nigga  we don t really trust niggas,0,hurricane,at the top it s just us nigga we don t really trust niggas,at the top it s just u nigga we don t really trust nigga,at the top it s just us nigga we don t realli trust nigga
'262398953402802176',we got hot ass ba enders tonight oooh yeaaa  meet me here at beso lounge   beso lounge,0,hurricane,we got hot ass ba enders tonight oooh yeaaa meet me here at beso lounge beso lounge,we got hot as ba enders tonight oooh yeaaa meet me here at beso lounge beso lounge,we got hot ass ba ender tonight oooh yeaaa meet me here at beso loung beso loung
'263404480731676672',fazepamaj i have a question  how can i become famous  like talking to faze members and dare members,0,hurricane,fazepamaj i have a question how can i become famous like talking to faze members and dare members,fazepamaj i have a question how can i become famous like talking to faze member and dare member,fazepamaj i have a question how can i becom famou like talk to faze member and dare member
'262384272835485696',kay smh to wat just happened,0,hurricane,kay smh to wat just happened,kay smh to wat just happened,kay smh to wat just happen
'262664202785808384',rachgrodz was just gunna say this why is bpm not on,0,hurricane,rachgrodz was just gunna say this why is bpm not on,rachgrodz wa just gunna say this why is bpm not on,rachgrodz wa just gunna say thi whi is bpm not on
'263032750326550529',do freshman girls at our school really not know who the senior guys or r their acting skills really that good,0,hurricane,do freshman girls at our school really not know who the senior guys or r their acting skills really that good,do freshman girl at our school really not know who the senior guy or r their acting skill really that good,do freshman girl at our school realli not know who the senior guy or r their act skill realli that good
'263416918524981248',omg i ve never loved electricity so much,0,hurricane,omg i ve never loved electricity so much,omg i ve never loved electricity so much,omg i ve never love electr so much
'262402228764172289',been watching too many creepy movies lately,0,hurricane,been watching too many creepy movies lately,been watching too many creepy movie lately,been watch too mani creepi movi late
'262742851291598849',amiekoop hahahah were having a hurricane pa y woo  next hurricane for sure,2,hurricane,amiekoop hahahah were having a hurricane pa y woo next hurricane for sure,amiekoop hahahah were having a hurricane pa y woo next hurricane for sure,amiekoop hahahah were have a hurrican pa y woo next hurrican for sure
'262673771322818561',a woman on the street told me to understand god because these are our last days  there is a hurricane coming  lady     nothelping,1,hurricane,a woman on the street told me to understand god because these are our last days there is a hurricane coming lady nothelping,a woman on the street told me to understand god because these are our last day there is a hurricane coming lady nothelping,a woman on the street told me to understand god becaus these are our last day there is a hurrican come ladi nothelp
'263382466704834560',if you were the times you said  i loved you  emptiest lies,0,hurricane,if you were the times you said i loved you emptiest lies,if you were the time you said i loved you emptiest lie,if you were the time you said i love you emptiest lie
'263007970860867586',watching  goku kick ass in some dbz movies,0,hurricane,watching goku kick ass in some dbz movies,watching goku kick as in some dbz movie,watch goku kick ass in some dbz movi
'263024628874764288',pe h amboy nj mon oct 29th pm forecast  tonight rain tuesday rain hi 59,0,hurricane,pe h amboy nj mon oct 29th pm forecast tonight rain tuesday rain hi 59,pe h amboy nj mon oct 29th pm forecast tonight rain tuesday rain hi 59,pe h amboy nj mon oct 29th pm forecast tonight rain tuesday rain hi 59
'263041998158712832',hahaha  that funny moment when you actually get blown down the street   ow,2,hurricane,hahaha that funny moment when you actually get blown down the street ow,hahaha that funny moment when you actually get blown down the street ow,hahaha that funni moment when you actual get blown down the street ow
'262780738263457792',yeah  new york is real bad out there       emphasis on the,1,hurricane,yeah new york is real bad out there emphasis on the,yeah new york is real bad out there emphasis on the,yeah new york is real bad out there emphasi on the
'263427066400235520',rachelkearnss guys call me on oovoo or something i m lonely,0,hurricane,rachelkearnss guys call me on oovoo or something i m lonely,rachelkearnss guy call me on oovoo or something i m lonely,rachelkearnss guy call me on oovoo or someth i m lone
'263042673814937600',christinascarpa it s weird i m upset were not stormed in together  and i m also happy were not,0,hurricane,christinascarpa it s weird i m upset were not stormed in together and i m also happy were not,christinascarpa it s weird i m upset were not stormed in together and i m also happy were not,christinascarpa it s weird i m upset were not storm in togeth and i m also happi were not
'263038047652835328',he s so zesty    my dad on the stormwatch guy,2,hurricane,he s so zesty my dad on the stormwatch guy,he s so zesty my dad on the stormwatch guy,he s so zesti my dad on the stormwatch guy
'262443154148581376',craving some cranberry and dolphin right now  therealbenflo  wherestheleakmaam,0,hurricane,craving some cranberry and dolphin right now therealbenflo wherestheleakmaam,craving some cranberry and dolphin right now therealbenflo wherestheleakmaam,crave some cranberri and dolphin right now therealbenflo wherestheleakmaam
'262649852364726272',i m at the emerson  brooklyn  ny,0,hurricane,i m at the emerson brooklyn ny,i m at the emerson brooklyn ny,i m at the emerson brooklyn ny
'262629826798710784',who tryna get on the phone for this hurricane,2,hurricane,who tryna get on the phone for this hurricane,who tryna get on the phone for this hurricane,who tryna get on the phone for thi hurrican
'262701714984026112',i didn t want the cowboys to win but they  just cheated them smh,0,hurricane,i didn t want the cowboys to win but they just cheated them smh,i didn t want the cowboy to win but they just cheated them smh,i didn t want the cowboy to win but they just cheat them smh
'263085649094123520',looks like i m not watching a movie tonight,0,hurricane,looks like i m not watching a movie tonight,look like i m not watching a movie tonight,look like i m not watch a movi tonight
'262952145366708224',someone should be my texting buddy for this storm,2,hurricane,someone should be my texting buddy for this storm,someone should be my texting buddy for this storm,someon should be my text buddi for thi storm
'263018150470246400',i love the smell of baby powder,0,hurricane,i love the smell of baby powder,i love the smell of baby powder,i love the smell of babi powder
'263074735330586625',there is a huge ass fire,0,hurricane,there is a huge ass fire,there is a huge as fire,there is a huge ass fire
'262746328218628096',waiting for that  the office is closed due to hurricane sandy email,2,hurricane,waiting for that the office is closed due to hurricane sandy email,waiting for that the office is closed due to hurricane sandy email,wait for that the offic is close due to hurrican sandi email
'262836742120411137',i don t want an explanation,0,hurricane,i don t want an explanation,i don t want an explanation,i don t want an explan
'262911150503636992',sandy just ripped my trampoline apa     firstcasualty  sandy2012,1,hurricane,sandy just ripped my trampoline apa firstcasualty sandy2012,sandy just ripped my trampoline apa firstcasualty sandy2012,sandi just rip my trampolin apa firstcasualti sandy2012
'262348997677686785',nooram m yea it s upstate i m like a few hours away,0,hurricane,nooram m yea it s upstate i m like a few hours away,nooram m yea it s upstate i m like a few hour away,nooram m yea it s upstat i m like a few hour away
'262380758721781761',amduross  lucyintheusa  kaybellor seven cocktails being serviced called seven deadly sins  i m up to  3  chris up to  6,0,hurricane,amduross lucyintheusa kaybellor seven cocktails being serviced called seven deadly sins i m up to 3 chris up to 6,amduross lucyintheusa kaybellor seven cocktail being serviced called seven deadly sin i m up to 3 chris up to 6,amduross lucyintheusa kaybellor seven cocktail be servic call seven deadli sin i m up to 3 chri up to 6
'262570494610518016',job in  plainsboro   nj  presentation specialist at the judge group    jobs  tweetmyjobs,0,hurricane,job in plainsboro nj presentation specialist at the judge group jobs tweetmyjobs,job in plainsboro nj presentation specialist at the judge group job tweetmyjobs,job in plainsboro nj present specialist at the judg group job tweetmyjob
'262765462620864512',you feeling froggy   leap nigga,0,hurricane,you feeling froggy leap nigga,you feeling froggy leap nigga,you feel froggi leap nigga
'262916313528279041',financial workers get their own transpo ation  sandy  fidi    financial district,1,hurricane,financial workers get their own transpo ation sandy fidi financial district,financial worker get their own transpo ation sandy fidi financial district,financi worker get their own transpo ation sandi fidi financi district
'262968681204686848',i drink a lot of water too o o i m gonna die    last,0,hurricane,i drink a lot of water too o o i m gonna die last,i drink a lot of water too o o i m gonna die last,i drink a lot of water too o o i m gonna die last
'262675894273982464',fabfressh awe man   i was looking forward to the result  lol  so next year  what are you this year then,0,hurricane,fabfressh awe man i was looking forward to the result lol so next year what are you this year then,fabfressh awe man i wa looking forward to the result lol so next year what are you this year then,fabfressh awe man i wa look forward to the result lol so next year what are you thi year then
'263074181644701696',zoe cregan manhattan is shut down an sta ing to flood  starting to get bad now ok where i am waiting for my power to get shut off now haha,2,hurricane,zoe cregan manhattan is shut down an sta ing to flood starting to get bad now ok where i am waiting for my power to get shut off now haha,zoe cregan manhattan is shut down an sta ing to flood starting to get bad now ok where i am waiting for my power to get shut off now haha,zoe cregan manhattan is shut down an sta ing to flood start to get bad now ok where i am wait for my power to get shut off now haha
