id,tweet,tokenized,lemmatized,stemmed,label
901243230024544256,it s  giveaway time2 winners     win any 2 pair of  jshades of your choice  2 winners  4,it s giveaway time2 winners win any 2 pair of jshades of your choice 2 winners 4,it s giveaway time2 winner win any 2 pair of jshades of your choice 2 winner 4,it s giveaway time2 winner win ani 2 pair of jshade of your choic 2 winner 4,0
901243066266382336,it s  giveaway time2 winners     win any 2 pair of  jshades of your choice  2 winners  4,it s giveaway time2 winners win any 2 pair of jshades of your choice 2 winners 4,it s giveaway time2 winner win any 2 pair of jshades of your choice 2 winner 4,it s giveaway time2 winner win ani 2 pair of jshade of your choic 2 winner 4,0
901242729694351361,huricanharvey,huricanharvey,huricanharvey,huricanharvey,0
901242619459760129,s o to  djnitekap and flip5capo for selecting  deadend redd of the  ssmg family with his banger,s o to djnitekap and flip5capo for selecting deadend redd of the ssmg family with his banger,s o to djnitekap and flip5capo for selecting deadend redd of the ssmg family with his banger,s o to djnitekap and flip5capo for select deadend redd of the ssmg famili with hi banger,0
901242537427427328,houston stand up  sean tizzle live in conce  at the world famous openbar houston on sept,houston stand up sean tizzle live in conce at the world famous openbar houston on sept,houston stand up sean tizzle live in conce at the world famous openbar houston on sept,houston stand up sean tizzl live in conc at the world famou openbar houston on sept,0
901242536878067713,sometimes the a  can t wait   safeandsound  hurricaneharvey  htx  asiasocietytx  wondrousworlds,sometimes the a can t wait safeandsound hurricaneharvey htx asiasocietytx wondrousworlds,sometimes the a can t wait safeandsound hurricaneharvey htx asiasocietytx wondrousworlds,sometim the a can t wait safeandsound hurricaneharvey htx asiasocietytx wondrousworld,0
901241993711452161,damn  hurricane  harvey2017 got me on a diet  lol  food  staysafe  houston  texas,damn hurricane harvey2017 got me on a diet lol food staysafe houston texas,damn hurricane harvey2017 got me on a diet lol food staysafe houston texas,damn hurrican harvey2017 got me on a diet lol food staysaf houston texa,2
901241984249208833,i thot y all had catz,i thot y all had catz,i thot y all had catz,i thot y all had catz,0
901241980444979200,no fishing for days  baytown  texas,no fishing for days baytown texas,no fishing for day baytown texas,no fish for day baytown texa,0
901241730741268481,crew  hpd  southeast houston  houston  texas,crew hpd southeast houston houston texas,crew hpd southeast houston houston texas,crew hpd southeast houston houston texa,0
901241186958159872,the flat is ready for harvey and flight 1701 is ready for takeoff dj sun and melodic have you,the flat is ready for harvey and flight 1701 is ready for takeoff dj sun and melodic have you,the flat is ready for harvey and flight 1701 is ready for takeoff dj sun and melodic have you,the flat is readi for harvey and flight 1701 is readi for takeoff dj sun and melod have you,0
901240709369516034,we are praying for you   one service on sunday august 27th  11 00am   weareprayingforyou,we are praying for you one service on sunday august 27th 11 00am weareprayingforyou,we are praying for you one service on sunday august 27th 11 00am weareprayingforyou,we are pray for you one servic on sunday august 27th 11 00am weareprayingfory,0
901240540838187008,we re opened for normal business hours this this friday evening during the landfall of hurricane,we re opened for normal business hours this this friday evening during the landfall of hurricane,we re opened for normal business hour this this friday evening during the landfall of hurricane,we re open for normal busi hour thi thi friday even dure the landfal of hurrican,2
901239783904694272,drinking an ez 7 by  brashbeer at  petrol station    c495803944,drinking an ez 7 by brashbeer at petrol station c495803944,drinking an ez 7 by brashbeer at petrol station c495803944,drink an ez 7 by brashbeer at petrol station c495803944,0
901239592241815552,which one  1 2 3     style  fashion  lovefashion  proudtobe  gladtobe  girly  girl,which one 1 2 3 style fashion lovefashion proudtobe gladtobe girly girl,which one 1 2 3 style fashion lovefashion proudtobe gladtobe girly girl,which one 1 2 3 style fashion lovefashion proudtob gladtob girli girl,0
901239520754053122,this water better give me superpowers to push away hurricane harvey  houston  texas,this water better give me superpowers to push away hurricane harvey houston texas,this water better give me superpower to push away hurricane harvey houston texas,thi water better give me superpow to push away hurrican harvey houston texa,2
901239193141211136,needed asap  10 models for my hair growth challenge  you can join at my cost which is 40  off,needed asap 10 models for my hair growth challenge you can join at my cost which is 40 off,needed asap 10 model for my hair growth challenge you can join at my cost which is 40 off,need asap 10 model for my hair growth challeng you can join at my cost which is 40 off,0
901239187197890561,hurricane harvey episode  my dad  who got stuck on the roof for hurricane katrina   survived,hurricane harvey episode my dad who got stuck on the roof for hurricane katrina survived,hurricane harvey episode my dad who got stuck on the roof for hurricane katrina survived,hurrican harvey episod my dad who got stuck on the roof for hurrican katrina surviv,2
901238401654980608,we are praying for you   one service on sunday august 27th  11 00am    braeswoodchurch,we are praying for you one service on sunday august 27th 11 00am braeswoodchurch,we are praying for you one service on sunday august 27th 11 00am braeswoodchurch,we are pray for you one servic on sunday august 27th 11 00am braeswoodchurch,0
901238327629692928,hurricane harvey hits texas  hurricane  texas  tropicalstorm  houston  texas,hurricane harvey hits texas hurricane texas tropicalstorm houston texas,hurricane harvey hit texas hurricane texas tropicalstorm houston texas,hurrican harvey hit texa hurrican texa tropicalstorm houston texa,2
901237992362319876,when a hurricane is  ing and you can t go anywhere  bored  af  harvey  harveyhurricane,when a hurricane is ing and you can t go anywhere bored af harvey harveyhurricane,when a hurricane is ing and you can t go anywhere bored af harvey harveyhurricane,when a hurrican is ing and you can t go anywher bore af harvey harveyhurrican,1
901237973383081984,before the storm   3 7 00pm on 8 25 17  hurricaneharvey  houston  texas,before the storm 3 7 00pm on 8 25 17 hurricaneharvey houston texas,before the storm 3 7 00pm on 8 25 17 hurricaneharvey houston texas,befor the storm 3 7 00pm on 8 25 17 hurricaneharvey houston texa,0
901237958199709696,thicky  model  plussizefashion  catchflightsnotfeelings  modelmode  plusmodel  thegoddess,thicky model plussizefashion catchflightsnotfeelings modelmode plusmodel thegoddess,thicky model plussizefashion catchflightsnotfeelings modelmode plusmodel thegoddess,thicki model plussizefashion catchflightsnotfeel modelmod plusmodel thegoddess,0
901237486382436352,only thing to do in this weather mane     layup  ijustbechillin,only thing to do in this weather mane layup ijustbechillin,only thing to do in this weather mane layup ijustbechillin,onli thing to do in thi weather mane layup ijustbechillin,0
901237325379891200,the buddha fountain is tied down   ready to go  be safe  harvey  newpo   crosby  texas,the buddha fountain is tied down ready to go be safe harvey newpo crosby texas,the buddha fountain is tied down ready to go be safe harvey newpo crosby texas,the buddha fountain is tie down readi to go be safe harvey newpo crosbi texa,0
901237192919457792,my brothers and sisters i love you all  that s genuine   southeast houston  houston  texas,my brothers and sisters i love you all that s genuine southeast houston houston texas,my brother and sister i love you all that s genuine southeast houston houston texas,my brother and sister i love you all that s genuin southeast houston houston texa,0
901237018780237824,anyway down for some 8 ball  since i can t leave the house because of  hurricaneharvey,anyway down for some 8 ball since i can t leave the house because of hurricaneharvey,anyway down for some 8 ball since i can t leave the house because of hurricaneharvey,anyway down for some 8 ball sinc i can t leav the hous becaus of hurricaneharvey,0
901236821266399232,901194985885777920,901194985885777920,901194985885777920,901194985885777920,0
901236565023784961,harvey made me bake  hurricanebaking  keepingbusy  yumm,harvey made me bake hurricanebaking keepingbusy yumm,harvey made me bake hurricanebaking keepingbusy yumm,harvey made me bake hurricanebak keepingbusi yumm,0
901236550666735616,esperando el hurac n harvey  houston  texas,esperando el hurac n harvey houston texas,esperando el hurac n harvey houston texas,esperando el hurac n harvey houston texa,0
901235756697616384,download my new album crunch time    spinrilla mymixtapez  linkinbio  hustlehardreligion,download my new album crunch time spinrilla mymixtapez linkinbio hustlehardreligion,download my new album crunch time spinrilla mymixtapez linkinbio hustlehardreligion,download my new album crunch time spinrilla mymixtapez linkinbio hustlehardreligion,0
901235390257954817,pornstr  trinitystclair live at  glamour girls   donotmissthisshow  glamour girls cabaret,pornstr trinitystclair live at glamour girls donotmissthisshow glamour girls cabaret,pornstr trinitystclair live at glamour girl donotmissthisshow glamour girl cabaret,pornstr trinitystclair live at glamour girl donotmissthisshow glamour girl cabaret,0
901235025840021505,im not about to get stuck out here    at least i did try to  e to work  gold diggers cabaret,im not about to get stuck out here at least i did try to e to work gold diggers cabaret,im not about to get stuck out here at least i did try to e to work gold digger cabaret,im not about to get stuck out here at least i did tri to e to work gold digger cabaret,0
901234845925478401,whoever said winning isn t everything obviously never beat,whoever said winning isn t everything obviously never beat,whoever said winning isn t everything obviously never beat,whoever said win isn t everyth obvious never beat,0
901234639314059265,calm before the storm    drinking a spontancherry fredriksdal  2015  by  mikkellerbeer  eado    c495786892  photo,calm before the storm drinking a spontancherry fredriksdal 2015 by mikkellerbeer eado c495786892 photo,calm before the storm drinking a spontancherry fredriksdal 2015 by mikkellerbeer eado c495786892 photo,calm befor the storm drink a spontancherri fredriksd 2015 by mikkellerb eado c495786892 photo,2
901234303769686016,as  hurricaneharvey bears the coast  here s what s happening outside our window  winds are,as hurricaneharvey bears the coast here s what s happening outside our window winds are,a hurricaneharvey bear the coast here s what s happening outside our window wind are,as hurricaneharvey bear the coast here s what s happen outsid our window wind are,2
901233812205699075,accident blocks a left lane and a left shoulder on 610 w lp sb at woodway  traffic  17hsijn,accident blocks a left lane and a left shoulder on 610 w lp sb at woodway traffic 17hsijn,accident block a left lane and a left shoulder on 610 w lp sb at woodway traffic 17hsijn,accid block a left lane and a left shoulder on 610 w lp sb at woodway traffic 17hsijn,0
901232949097582592,mba alternatives grow in texas to satisfy student  employer demand  ahf6,mba alternatives grow in texas to satisfy student employer demand ahf6,mba alternative grow in texas to satisfy student employer demand ahf6,mba altern grow in texa to satisfi student employ demand ahf6,0
901232860434231297,repost  hispaniolanlife     at least saturday night on the texas coastal line,repost hispaniolanlife at least saturday night on the texas coastal line,repost hispaniolanlife at least saturday night on the texas coastal line,repost hispaniolanlif at least saturday night on the texa coastal line,0
901232836270804992,i m at fajita flats in houston  tx  aysxi91ru42,i m at fajita flats in houston tx aysxi91ru42,i m at fajita flat in houston tx aysxi91ru42,i m at fajita flat in houston tx aysxi91ru42,0
901232435886772228,14502 wildwood springs ln  houston  tx 77044   290 000 4 beds  3 baths  ahf0,14502 wildwood springs ln houston tx 77044 290 000 4 beds 3 baths ahf0,14502 wildwood spring ln houston tx 77044 290 000 4 bed 3 bath ahf0,14502 wildwood spring ln houston tx 77044 290 000 4 bed 3 bath ahf0,0
901232433445654529,considerando la severa situaci n del tiempo en  houston y sus alrededores  hemos pospuesto el,considerando la severa situaci n del tiempo en houston y sus alrededores hemos pospuesto el,considerando la severa situaci n del tiempo en houston y sus alrededores hemos pospuesto el,considerando la severa situaci n del tiempo en houston y su alrededor hemo pospuesto el,0
901232361605664768,harvey  ove ime  southeast houston  houston  texas,harvey ove ime southeast houston houston texas,harvey ove ime southeast houston houston texas,harvey ove ime southeast houston houston texa,0
901231819353468928,this wind already strong and the storm aint even touched down yet,this wind already strong and the storm aint even touched down yet,this wind already strong and the storm aint even touched down yet,thi wind alreadi strong and the storm aint even touch down yet,2
901231724436361218,maybe ted cruz will save us   hurricaneharvey  houston  texas,maybe ted cruz will save us hurricaneharvey houston texas,maybe ted cruz will save u hurricaneharvey houston texas,mayb ted cruz will save us hurricaneharvey houston texa,0
901231252979802117,jump for joy  hurricaneharvey  houston fannin medical center,jump for joy hurricaneharvey houston fannin medical center,jump for joy hurricaneharvey houston fannin medical center,jump for joy hurricaneharvey houston fannin medic center,0
901231156691165185,waiting to draw blood like      phlebotomist  hurricaneharvey  houston fannin medical center,waiting to draw blood like phlebotomist hurricaneharvey houston fannin medical center,waiting to draw blood like phlebotomist hurricaneharvey houston fannin medical center,wait to draw blood like phlebotomist hurricaneharvey houston fannin medic center,0
901231074780598272,music is joy  houston fannin medical center,music is joy houston fannin medical center,music is joy houston fannin medical center,music is joy houston fannin medic center,0
901231064819023872,official  hurricaneharvey  food gauge   houston  weather  hurricane  harvey  houston  texas,official hurricaneharvey food gauge houston weather hurricane harvey houston texas,official hurricaneharvey food gauge houston weather hurricane harvey houston texas,offici hurricaneharvey food gaug houston weather hurrican harvey houston texa,2
901230852457345024,no fear about cancer or the weather  hurricaneharvey  houston fannin medical center,no fear about cancer or the weather hurricaneharvey houston fannin medical center,no fear about cancer or the weather hurricaneharvey houston fannin medical center,no fear about cancer or the weather hurricaneharvey houston fannin medic center,1
901230373920796672,screwtapes  screwston  screwhead  killuminati  watchyoscrew  screwedupheadqua ers,screwtapes screwston screwhead killuminati watchyoscrew screwedupheadqua ers,screwtapes screwston screwhead killuminati watchyoscrew screwedupheadqua er,screwtap screwston screwhead killuminati watchyoscrew screwedupheadqua er,0
901230176436076544,it s begun  harvey  houston  texas,it s begun harvey houston texas,it s begun harvey houston texas,it s begun harvey houston texa,0
901229932147122176,saturday   august 26th     e out and watch the texans with us on one of our big screen tv s,saturday august 26th e out and watch the texans with us on one of our big screen tv s,saturday august 26th e out and watch the texan with u on one of our big screen tv s,saturday august 26th e out and watch the texan with us on one of our big screen tv s,0
901229826471841793,the silence before the storm  houston  hellohurricane  harvey  houston  texas,the silence before the storm houston hellohurricane harvey houston texas,the silence before the storm houston hellohurricane harvey houston texas,the silenc befor the storm houston hellohurrican harvey houston texa,2
901229778950344704,we ll take frozen custard over bottled water any day  have it delivered tonight with ubereats,we ll take frozen custard over bottled water any day have it delivered tonight with ubereats,we ll take frozen custard over bottled water any day have it delivered tonight with ubereats,we ll take frozen custard over bottl water ani day have it deliv tonight with ubereat,0
901229640064356357,2842 whispering crk  fresno  tx 77545   290 000 4 beds  4 baths  ahe8,2842 whispering crk fresno tx 77545 290 000 4 beds 4 baths ahe8,2842 whispering crk fresno tx 77545 290 000 4 bed 4 bath ahe8,2842 whisper crk fresno tx 77545 290 000 4 bed 4 bath ahe8,0
901229485596573696,ready for  hurricaneharvey  houston  montrose  texaa  the susanne,ready for hurricaneharvey houston montrose texaa the susanne,ready for hurricaneharvey houston montrose texaa the susanne,readi for hurricaneharvey houston montros texaa the susann,0
901228740113453056,check out our newest listing in  houston  tell us what you think   realestate  3lvcocznoo,check out our newest listing in houston tell us what you think realestate 3lvcocznoo,check out our newest listing in houston tell u what you think realestate 3lvcocznoo,check out our newest list in houston tell us what you think realest 3lvcocznoo,0
901228656722366464,mistakes have the power to turn you into something better than you were before,mistakes have the power to turn you into something better than you were before,mistake have the power to turn you into something better than you were before,mistak have the power to turn you into someth better than you were befor,0
901228485582086144,hurricane harvey weekend we are ready  all the foods  water  and we got it stashed away  but,hurricane harvey weekend we are ready all the foods water and we got it stashed away but,hurricane harvey weekend we are ready all the food water and we got it stashed away but,hurrican harvey weekend we are readi all the food water and we got it stash away but,2
901228446088663041,hurricane harvey set to move ashore late friday  ahdx,hurricane harvey set to move ashore late friday ahdx,hurricane harvey set to move ashore late friday ahdx,hurrican harvey set to move ashor late friday ahdx,1
901228416350945286,nala is pretty nervous so far about the lack of rain   harvey  rhodesianridgeback  foundation,nala is pretty nervous so far about the lack of rain harvey rhodesianridgeback foundation,nala is pretty nervous so far about the lack of rain harvey rhodesianridgeback foundation,nala is pretti nervou so far about the lack of rain harvey rhodesianridgeback foundat,0
901228412462878721,cryotexas is closing tomorrow due to the storm  when we post updates on social media  on our,cryotexas is closing tomorrow due to the storm when we post updates on social media on our,cryotexas is closing tomorrow due to the storm when we post update on social medium on our,cryotexa is close tomorrow due to the storm when we post updat on social media on our,2
901228391344427009,hurricane harvey update with our on the scene apollo  harvey now a 4 hurricane   roger,hurricane harvey update with our on the scene apollo harvey now a 4 hurricane roger,hurricane harvey update with our on the scene apollo harvey now a 4 hurricane roger,hurrican harvey updat with our on the scene apollo harvey now a 4 hurrican roger,2
901228373904699392,outer band beer in goof   harvey   drinking a tank 7 farmhouse ale by  boulevard beer at  petrol station   c495765679,outer band beer in goof harvey drinking a tank 7 farmhouse ale by boulevard beer at petrol station c495765679,outer band beer in goof harvey drinking a tank 7 farmhouse ale by boulevard beer at petrol station c495765679,outer band beer in goof harvey drink a tank 7 farmhous ale by boulevard beer at petrol station c495765679,0
901227921423171585,it was a movie  third ward  houston,it was a movie third ward houston,it wa a movie third ward houston,it wa a movi third ward houston,0
901227072332283905,fo unately  here at  swimswam hq in texas  we ve got plenty of hurricane supplies,fo unately here at swimswam hq in texas we ve got plenty of hurricane supplies,fo unately here at swimswam hq in texas we ve got plenty of hurricane supply,fo unat here at swimswam hq in texa we ve got plenti of hurrican suppli,2
901226991386595329,tornado watch till 7 pm is this    hmmm     onmywayhome  ghosttown,tornado watch till 7 pm is this hmmm onmywayhome ghosttown,tornado watch till 7 pm is this hmmm onmywayhome ghosttown,tornado watch till 7 pm is thi hmmm onmywayhom ghosttown,1
901226852425007105,blk pyrmd beethephotographer   rawa ists  rawartisthouston  dombrown  houstondance,blk pyrmd beethephotographer rawa ists rawartisthouston dombrown houstondance,blk pyrmd beethephotographer rawa ists rawartisthouston dombrown houstondance,blk pyrmd beethephotograph rawa ist rawartisthouston dombrown houstond,0
901226379794145283,left  hurricane katrina 2005 right  hurricane harvey 2017      oh my   hurricaneharvey,left hurricane katrina 2005 right hurricane harvey 2017 oh my hurricaneharvey,left hurricane katrina 2005 right hurricane harvey 2017 oh my hurricaneharvey,left hurrican katrina 2005 right hurrican harvey 2017 oh my hurricaneharvey,2
901226240455081984,check out our website and subscribe to be e a member of our mailing list and receive member s,check out our website and subscribe to be e a member of our mailing list and receive member s,check out our website and subscribe to be e a member of our mailing list and receive member s,check out our websit and subscrib to be e a member of our mail list and receiv member s,0
901226146251014144,some sessions are stars and some are stones  but in the end they are all rocks and we build upon,some sessions are stars and some are stones but in the end they are all rocks and we build upon,some session are star and some are stone but in the end they are all rock and we build upon,some session are star and some are stone but in the end they are all rock and we build upon,0
901226031536758785,about to get the hell out of  houston    escapefromharvey,about to get the hell out of houston escapefromharvey,about to get the hell out of houston escapefromharvey,about to get the hell out of houston escapefromharvey,0
901225486541406208,t  nicole designs is located houston tx and are preparing for hurricane harvey to make landfall,t nicole designs is located houston tx and are preparing for hurricane harvey to make landfall,t nicole design is located houston tx and are preparing for hurricane harvey to make landfall,t nicol design is locat houston tx and are prepar for hurrican harvey to make landfal,2
901224790605930496,harvey is now a category 4 hurricane  i m ready   guess that means my urine output will be a,harvey is now a category 4 hurricane i m ready guess that means my urine output will be a,harvey is now a category 4 hurricane i m ready guess that mean my urine output will be a,harvey is now a categori 4 hurrican i m readi guess that mean my urin output will be a,1
901224587731644416,the fajita steak salad at bowl at libe y taco was on another level   goodeatshouston certified,the fajita steak salad at bowl at libe y taco was on another level goodeatshouston certified,the fajita steak salad at bowl at libe y taco wa on another level goodeatshouston certified,the fajita steak salad at bowl at libe y taco wa on anoth level goodeatshouston certifi,0
901224544702169088,adobo sauce  smoked pulled pork with adobo  tacos and pepper salad   harveyis ing,adobo sauce smoked pulled pork with adobo tacos and pepper salad harveyis ing,adobo sauce smoked pulled pork with adobo taco and pepper salad harveyis ing,adobo sauc smoke pull pork with adobo taco and pepper salad harveyi ing,0
901224299687690242,nothing to do     guess i ll sta  drinking with my sister deisy rod,nothing to do guess i ll sta drinking with my sister deisy rod,nothing to do guess i ll sta drinking with my sister deisy rod,noth to do guess i ll sta drink with my sister deisi rod,0
901224217194012672,just listed by sean gambini in  houston  tx  2104 oatfield drive  please retweet   omotvz7b09,just listed by sean gambini in houston tx 2104 oatfield drive please retweet omotvz7b09,just listed by sean gambini in houston tx 2104 oatfield drive please retweet omotvz7b09,just list by sean gambini in houston tx 2104 oatfield drive pleas retweet omotvz7b09,0
901224102798569472,harvey dinner 1   2010 drinking great   houston  texas,harvey dinner 1 2010 drinking great houston texas,harvey dinner 1 2010 drinking great houston texas,harvey dinner 1 2010 drink great houston texa,0
901224078119510017,quesadilla anyone  so good    libe y taco  goodeatshouston certified  goodeatshouston,quesadilla anyone so good libe y taco goodeatshouston certified goodeatshouston,quesadilla anyone so good libe y taco goodeatshouston certified goodeatshouston,quesadilla anyon so good libe y taco goodeatshouston certifi goodeatshouston,0
901223962893467648,hurricane on its way but am v  excited to play billy bragg   bowie vinyl  in protective plastic,hurricane on its way but am v excited to play billy bragg bowie vinyl in protective plastic,hurricane on it way but am v excited to play billy bragg bowie vinyl in protective plastic,hurrican on it way but am v excit to play billi bragg bowi vinyl in protect plastic,1
901223927950823428,i believe one of the most ignorant statements someone can make is that they can t suppo  another s plight because the person has money,i believe one of the most ignorant statements someone can make is that they can t suppo another s plight because the person has money,i believe one of the most ignorant statement someone can make is that they can t suppo another s plight because the person ha money,i believ one of the most ignor statement someon can make is that they can t suppo anoth s plight becaus the person ha money,0
901223845536968709,ing down quickly   baytown little theater,ing down quickly baytown little theater,ing down quickly baytown little theater,ing down quickli baytown littl theater,0
901223785541578752,i enjoyed  craftbeerfriday at libe y taco today    byob for the time being  so grab your,i enjoyed craftbeerfriday at libe y taco today byob for the time being so grab your,i enjoyed craftbeerfriday at libe y taco today byob for the time being so grab your,i enjoy craftbeerfriday at libe y taco today byob for the time be so grab your,0
901223658718466050,pain came back is unbearable for her  so we back    houston methodist hospital emergency room    hmdigitalmkt  4kwqandctqi,pain came back is unbearable for her so we back houston methodist hospital emergency room hmdigitalmkt 4kwqandctqi,pain came back is unbearable for her so we back houston methodist hospital emergency room hmdigitalmkt 4kwqandctqi,pain came back is unbear for her so we back houston methodist hospit emerg room hmdigitalmkt 4kwqandctqi,0
901223540535566336,harvey just got himself upgraded to bottle service at the club    he s straight cat 4 now,harvey just got himself upgraded to bottle service at the club he s straight cat 4 now,harvey just got himself upgraded to bottle service at the club he s straight cat 4 now,harvey just got himself upgrad to bottl servic at the club he s straight cat 4 now,0
901223353389854720,at heb in  houston i m like no more water all the potatoes chips are gone  what did i miss,at heb in houston i m like no more water all the potatoes chips are gone what did i miss,at heb in houston i m like no more water all the potato chip are gone what did i miss,at heb in houston i m like no more water all the potato chip are gone what did i miss,0
901223267750391808,aye man say man   catch us at the bi hday party sept 3rd gahdam for amorigabrielle fine asss,aye man say man catch us at the bi hday party sept 3rd gahdam for amorigabrielle fine asss,aye man say man catch u at the bi hday party sept 3rd gahdam for amorigabrielle fine ass,aye man say man catch us at the bi hday parti sept 3rd gahdam for amorigabriel fine asss,0
901223187966566401,prayers for friends and family both in the path of  hurricaneharvey and those with the  redcross,prayers for friends and family both in the path of hurricaneharvey and those with the redcross,prayer for friend and family both in the path of hurricaneharvey and those with the redcross,prayer for friend and famili both in the path of hurricaneharvey and those with the redcross,2
901223006546087939,pineapple apple pattie repo ing from htx  and accepting the umbrella challenge kellyfigs1,pineapple apple pattie repo ing from htx and accepting the umbrella challenge kellyfigs1,pineapple apple pattie repo ing from htx and accepting the umbrella challenge kellyfigs1,pineappl appl patti repo ing from htx and accept the umbrella challeng kellyfigs1,0
901222824207110145,it s 6 pm on a friday night in august and its only 79 degrees  you,it s 6 pm on a friday night in august and its only 79 degrees you,it s 6 pm on a friday night in august and it only 79 degree you,it s 6 pm on a friday night in august and it onli 79 degre you,0
901222153043005440,beef fajitas at escalante s  harveypostponedcoldplayconce   hurricaneharvey  escalante s,beef fajitas at escalante s harveypostponedcoldplayconce hurricaneharvey escalante s,beef fajitas at escalante s harveypostponedcoldplayconce hurricaneharvey escalante s,beef fajita at escalant s harveypostponedcoldplayconc hurricaneharvey escalant s,0
901221967675654146,please read my post  the anchor   edition 20  tia   anchoredinhope  breastcancerwarrior,please read my post the anchor edition 20 tia anchoredinhope breastcancerwarrior,please read my post the anchor edition 20 tia anchoredinhope breastcancerwarrior,pleas read my post the anchor edit 20 tia anchoredinhop breastcancerwarrior,0
901221484676263936,repost  elvisfreshley  get repost      8 26  petty ft  50cent    2chainz world premiere,repost elvisfreshley get repost 8 26 petty ft 50cent 2chainz world premiere,repost elvisfreshley get repost 8 26 petty ft 50cent 2chainz world premiere,repost elvisfreshley get repost 8 26 petti ft 50cent 2chainz world premier,0
901221448588685312,hurricane ike 2008   houston  texas,hurricane ike 2008 houston texas,hurricane ike 2008 houston texas,hurrican ike 2008 houston texa,2
901221447858663424,chillin  waiting for these events to unfold  i hope everyone is doing well and gets through all,chillin waiting for these events to unfold i hope everyone is doing well and gets through all,chillin waiting for these event to unfold i hope everyone is doing well and get through all,chillin wait for these event to unfold i hope everyon is do well and get through all,0
901221266757042176,breaking   harvey now a category 4 hurricane with 130 mph winds  and slowing down a bit  moving,breaking harvey now a category 4 hurricane with 130 mph winds and slowing down a bit moving,breaking harvey now a category 4 hurricane with 130 mph wind and slowing down a bit moving,break harvey now a categori 4 hurrican with 130 mph wind and slow down a bit move,2
901221118304026625,houston sky before the rain   downtown houston,houston sky before the rain downtown houston,houston sky before the rain downtown houston,houston sky befor the rain downtown houston,0
901221080957956098,update from our on the scene apollo   roger deards texas bbq and all other grub,update from our on the scene apollo roger deards texas bbq and all other grub,update from our on the scene apollo roger deards texas bbq and all other grub,updat from our on the scene apollo roger deard texa bbq and all other grub,0
901221070744813570,update on hurricane harvey with our on the scene apollo   roger deards texas bbq and all,update on hurricane harvey with our on the scene apollo roger deards texas bbq and all,update on hurricane harvey with our on the scene apollo roger deards texas bbq and all,updat on hurrican harvey with our on the scene apollo roger deard texa bbq and all,1
901220840720683009,happy hour friday today til 8 hosted by   becameraready  melodramaboutique  melodrama boutique,happy hour friday today til 8 hosted by becameraready melodramaboutique melodrama boutique,happy hour friday today til 8 hosted by becameraready melodramaboutique melodrama boutique,happi hour friday today til 8 host by becamerareadi melodramaboutiqu melodrama boutiqu,0
901220590778023936,sometimes u have to take it one step up a notch      i m willing to show my work  put it out,sometimes u have to take it one step up a notch i m willing to show my work put it out,sometimes u have to take it one step up a notch i m willing to show my work put it out,sometim u have to take it one step up a notch i m will to show my work put it out,0
901220377052971009,made it thank g d shabbat shalom   beth yeshurun in houston  tx   4sxmufmgnnq,made it thank g d shabbat shalom beth yeshurun in houston tx 4sxmufmgnnq,made it thank g d shabbat shalom beth yeshurun in houston tx 4sxmufmgnnq,made it thank g d shabbat shalom beth yeshurun in houston tx 4sxmufmgnnq,0
901220357817991169,setting up to play  vinylrecords tonight at  theflathouston    fxboxolmos    melodic  join,setting up to play vinylrecords tonight at theflathouston fxboxolmos melodic join,setting up to play vinylrecords tonight at theflathouston fxboxolmos melodic join,set up to play vinylrecord tonight at theflathouston fxboxolmo melod join,0
901220231263211521,just posted a photo  southeast houston  houston  texas,just posted a photo southeast houston houston texas,just posted a photo southeast houston houston texas,just post a photo southeast houston houston texa,0
901220209998090241,mary  star of the sea  pray for us   hurricaneharvey kxt58rnzn2u,mary star of the sea pray for us hurricaneharvey kxt58rnzn2u,mary star of the sea pray for u hurricaneharvey kxt58rnzn2u,mari star of the sea pray for us hurricaneharvey kxt58rnzn2u,0
901220150497640449,her hair games has stepped up by 100 percent  houstonhair  houstonhairstylist  balayage  ombre,her hair games has stepped up by 100 percent houstonhair houstonhairstylist balayage ombre,her hair game ha stepped up by 100 percent houstonhair houstonhairstylist balayage ombre,her hair game ha step up by 100 percent houstonhair houstonhairstylist balayag ombr,0
901219738797342720,stay safe yall   hurricaneharvey 901219173422026754,stay safe yall hurricaneharvey 901219173422026754,stay safe yall hurricaneharvey 901219173422026754,stay safe yall hurricaneharvey 901219173422026754,0
901219365839929345,the calm before the  storm  harvey  hurricaneharvey  home  theheights  houston  shadyacres,the calm before the storm harvey hurricaneharvey home theheights houston shadyacres,the calm before the storm harvey hurricaneharvey home theheights houston shadyacres,the calm befor the storm harvey hurricaneharvey home theheight houston shadyacr,1
901219327017238529,fu    harvey  downtown houston,fu harvey downtown houston,fu harvey downtown houston,fu harvey downtown houston,0
901219110511685632,repost  fusionfmhouston  get repost      durante el paso de,repost fusionfmhouston get repost durante el paso de,repost fusionfmhouston get repost durante el paso de,repost fusionfmhouston get repost durant el paso de,0
901219021881618432,there are still more questions than answers  but the latest forecast has hurricane harvey,there are still more questions than answers but the latest forecast has hurricane harvey,there are still more question than answer but the latest forecast ha hurricane harvey,there are still more question than answer but the latest forecast ha hurrican harvey,2
